ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Caffeine,Cannabis,Chocolate,Legal High,Nicotine,Illicit Drugs
941,18-24,-0.95197,Male,Some College,Other,White,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.76540,CL6,CL3,CL4,CL4,CL4,CL3,1
942,25-34,-0.07854,Female,Left at 18,Other,White,0.91093,1.28610,1.06238,-0.76096,1.46191,0.19268,0.40148,CL5,CL5,CL5,CL5,CL3,CL6,1
943,25-34,-0.07854,Male,Professional Diploma,USA,Other,-0.46725,2.32338,2.44904,1.28610,1.30612,-0.21712,0.40148,CL4,CL5,CL6,CL4,CL4,CL6,1
944,18-24,-0.95197,Female,Some College,USA,White/Asian,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.76540,CL3,CL6,CL6,CL6,CL0,CL0,1
945,25-34,-0.07854,Female,Masters Degree,USA,White,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.76540,CL3,CL6,CL3,CL6,CL0,CL6,1
946,18-24,-0.95197,Female,Some College,USA,White,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,CL4,CL6,CL6,CL6,CL0,CL6,1
947,18-24,-0.95197,Male,Left at 18,USA,White,-0.67825,-0.30033,-1.11902,-0.76096,-1.51840,0.88113,-0.21575,CL4,CL6,CL6,CL4,CL3,CL5,1
948,25-34,-0.07854,Male,Professional Diploma,UK,White,2.12700,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,CL6,CL6,CL3,CL5,CL3,CL0,1
949,25-34,-0.07854,Female,Left at 18,Canada,White,0.41667,0.00332,-2.39883,-0.30172,0.75830,-1.37983,-2.07848,CL2,CL6,CL2,CL5,CL0,CL0,1
950,35-44,0.49788,Male,Professional Diploma,USA,White,1.60383,-1.76250,-0.01928,0.13136,-1.51840,0.88113,-0.52593,CL5,CL6,CL3,CL6,CL4,CL4,1
951,18-24,-0.95197,Female,University Degree,USA,White,0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,CL6,CL6,CL4,CL6,CL3,CL3,1
952,18-24,-0.95197,Female,Some College,USA,White,-1.19430,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,CL3,CL4,CL6,CL5,CL3,CL3,1
953,18-24,-0.95197,Male,Some College,USA,White,0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.76540,CL5,CL5,CL6,CL4,CL3,CL6,1
954,25-34,-0.07854,Female,University Degree,UK,White,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.76540,CL5,CL6,CL3,CL5,CL0,CL4,1
955,18-24,-0.95197,Male,Some College,Other,White,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,CL0,CL5,CL3,CL4,CL0,CL2,1
956,18-24,-0.95197,Male,Professional Diploma,USA,White,1.83990,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.22470,CL4,CL5,CL6,CL5,CL3,CL6,1
957,45-54,1.09449,Male,University Degree,USA,White,-1.19430,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,CL5,CL6,CL3,CL0,CL5,CL1,1
958,35-44,0.49788,Male,Professional Diploma,UK,White,-1.43907,-0.30033,0.14143,1.28610,1.30612,-0.71126,-1.18084,CL6,CL6,CL6,CL6,CL3,CL5,1
959,18-24,-0.95197,Male,Some College,Other,White,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.76540,CL5,CL5,CL6,CL6,CL0,CL6,0
960,18-24,-0.95197,Female,University Degree,Other,White,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,CL5,CL6,CL0,CL6,CL0,CL2,1
961,45-54,1.09449,Female,Some College,USA,White,-0.05188,-0.69509,0.72330,2.03972,-0.40581,-0.21712,-0.21575,CL5,CL6,CL5,CL4,CL0,CL1,1
962,18-24,-0.95197,Male,Professional Diploma,Australia,White,0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,CL5,CL5,CL4,CL6,CL3,CL5,1
963,25-34,-0.07854,Male,Some College,USA,White,-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,CL5,CL6,CL2,CL5,CL0,CL6,1
964,35-44,0.49788,Male,Some College,UK,White,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.22470,CL5,CL6,CL6,CL5,CL0,CL6,1
965,18-24,-0.95197,Male,Some College,USA,White,-0.92104,1.28610,-0.45174,0.76096,0.25953,-0.21712,0.40148,CL5,CL6,CL6,CL6,CL3,CL3,1
966,25-34,-0.07854,Female,Masters Degree,USA,White,-1.19430,0.00332,0.72330,0.43852,-0.27607,0.19268,0.40148,CL5,CL6,CL6,CL6,CL2,CL5,1
967,18-24,-0.95197,Male,Masters Degree,UK,White,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.22470,CL5,CL6,CL6,CL4,CL3,CL6,1
968,18-24,-0.95197,Female,Some College,USA,White,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,CL4,CL6,CL4,CL5,CL3,CL4,1
969,18-24,-0.95197,Female,Some College,USA,White,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.22470,CL5,CL6,CL5,CL6,CL2,CL5,1
970,18-24,-0.95197,Male,Some College,USA,Black,-1.55078,1.28610,1.06238,-1.47955,0.93949,-0.21712,0.76540,CL6,CL3,CL5,CL3,CL3,CL4,1
971,55-64,1.82213,Male,Doctorate Degree,Other,Other,-1.86962,1.28610,0.58331,1.11406,0.75830,0.52975,0.07987,CL6,CL6,CL3,CL6,CL1,CL4,1
972,35-44,0.49788,Female,University Degree,Canada,White,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.76540,CL5,CL4,CL6,CL5,CL5,CL5,1
973,25-34,-0.07854,Male,Some College,Canada,White,0.41667,-1.63340,0.58331,-1.07533,0.93949,-0.21712,0.40148,CL6,CL6,CL6,CL4,CL4,CL6,1
974,18-24,-0.95197,Male,Some College,USA,White,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,CL6,CL6,CL4,CL4,CL0,CL6,1
975,18-24,-0.95197,Male,Some College,USA,White,-1.86962,2.12700,1.24033,1.45039,0.58489,-0.71126,1.92173,CL6,CL6,CL6,CL5,CL3,CL6,1
976,18-24,-0.95197,Male,Some College,USA,White,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,CL5,CL2,CL6,CL4,CL2,CL5,1
977,65+,2.59171,Male,Masters Degree,USA,White,-2.21844,0.00332,0.58331,0.76096,0.75830,0.52975,-0.52593,CL1,CL1,CL1,CL1,CL1,CL1,1
978,18-24,-0.95197,Male,Some College,USA,White,-0.58016,1.11406,0.72330,0.59042,-0.00665,-0.21712,-0.52593,CL0,CL6,CL6,CL6,CL6,CL0,1
979,35-44,0.49788,Female,Masters Degree,UK,White,-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.22470,CL5,CL6,CL3,CL6,CL2,CL6,1
980,45-54,1.09449,Female,Some College,USA,White,1.23461,-1.09207,-0.45174,-0.15487,0.75830,-0.71126,-0.21575,CL6,CL6,CL6,CL6,CL0,CL6,1
981,25-34,-0.07854,Female,Doctorate Degree,USA,Asian,0.62967,0.16767,0.72330,-0.60633,-0.27607,-0.71126,-0.84637,CL4,CL5,CL6,CL6,CL2,CL3,1
982,18-24,-0.95197,Male,Some College,Other,White,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,CL4,CL4,CL6,CL5,CL0,CL6,1
983,18-24,-0.95197,Male,Some College,UK,White,1.02119,1.11406,-1.11902,-0.91699,-1.01450,0.88113,1.22470,CL6,CL6,CL5,CL6,CL6,CL6,1
984,25-34,-0.07854,Female,University Degree,USA,White,0.62967,-0.15487,1.88511,-1.77200,1.13407,0.52975,1.22470,CL5,CL6,CL5,CL6,CL0,CL6,1
985,18-24,-0.95197,Male,Some College,USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,CL6,CL6,CL6,CL5,CL2,CL6,1
986,18-24,-0.95197,Male,Some College,Other,White,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.22470,CL5,CL6,CL6,CL4,CL2,CL6,1
987,18-24,-0.95197,Male,Professional Diploma,USA,White,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,CL5,CL6,CL6,CL3,CL2,CL0,1
988,25-34,-0.07854,Male,Some College,USA,White,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.22470,CL4,CL6,CL6,CL4,CL3,CL5,1
989,18-24,-0.95197,Male,Some College,USA,White,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,CL4,CL5,CL6,CL6,CL3,CL6,1
990,25-34,-0.07854,Male,University Degree,USA,White,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.22470,CL5,CL6,CL4,CL4,CL3,CL6,1
991,18-24,-0.95197,Male,Some College,USA,White,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.22470,CL6,CL6,CL6,CL5,CL3,CL6,1
992,18-24,-0.95197,Male,Some College,Australia,White,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,CL5,CL6,CL6,CL6,CL5,CL6,1
993,55-64,1.82213,Male,Professional Diploma,Other,White,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,CL3,CL6,CL4,CL5,CL0,CL6,1
994,25-34,-0.07854,Male,University Degree,UK,White,-1.19430,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,CL5,CL6,CL5,CL5,CL3,CL4,1
995,18-24,-0.95197,Male,Some College,USA,White,0.52135,0.80523,0.72330,0.94156,-0.78155,0.52975,1.22470,CL5,CL6,CL6,CL6,CL4,CL6,1
996,18-24,-0.95197,Male,Masters Degree,Other,White,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.76540,CL5,CL4,CL6,CL5,CL4,CL6,1
997,18-24,-0.95197,Male,Masters Degree,UK,White,-0.79151,0.96248,-0.45174,0.43852,0.75830,0.88113,0.76540,CL5,CL5,CL4,CL4,CL3,CL5,1
998,25-34,-0.07854,Male,Masters Degree,UK,White,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,CL6,CL6,CL2,CL6,CL3,CL3,1
999,25-34,-0.07854,Female,Doctorate Degree,USA,White,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,CL3,CL6,CL6,CL6,CL2,CL4,1
1000,18-24,-0.95197,Male,Some College,USA,White,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,CL4,CL5,CL3,CL3,CL3,CL6,1
1001,18-24,-0.95197,Male,Left at 16,New Zealand,White,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.76540,CL5,CL6,CL4,CL5,CL3,CL0,1
1002,18-24,-0.95197,Male,Some College,USA,White,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,CL5,CL5,CL6,CL4,CL6,CL6,1
1003,45-54,1.09449,Female,Some College,Other,White,-0.34799,0.16767,0.14143,0.43852,0.75830,-1.37983,-1.18084,CL4,CL6,CL6,CL6,CL0,CL6,1
1004,18-24,-0.95197,Male,Some College,Other,White,2.12700,-1.76250,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,CL3,CL6,CL4,CL5,CL0,CL3,1
1005,18-24,-0.95197,Male,Left at 18,Canada,White,1.83990,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,CL5,CL6,CL6,CL2,CL3,CL5,1
1006,18-24,-0.95197,Male,Left at 18,USA,White/Black,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.22470,CL5,CL6,CL5,CL4,CL6,CL6,1
1007,18-24,-0.95197,Female,Left at 18,USA,White,1.83990,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,CL3,CL4,CL0,CL6,CL6,CL0,1
1008,18-24,-0.95197,Male,Some College,USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,CL4,CL4,CL4,CL5,CL3,CL3,1
1009,45-54,1.09449,Male,Masters Degree,Other,White,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,CL6,CL4,CL3,CL6,CL3,CL6,1
1010,18-24,-0.95197,Female,Left at 18,UK,White,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,CL5,CL4,CL3,CL3,CL5,CL3,1
1011,45-54,1.09449,Male,University Degree,USA,White,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,CL6,CL4,CL3,CL5,CL0,CL6,1
1012,18-24,-0.95197,Female,Some College,USA,White,-0.58016,1.45421,1.88511,1.28610,-0.78155,0.19268,1.92173,CL6,CL6,CL6,CL6,CL3,CL4,1
1013,25-34,-0.07854,Male,Some College,USA,White,1.83990,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,CL6,CL5,CL4,CL5,CL6,CL6,1
1014,18-24,-0.95197,Male,Some College,USA,White,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.76540,CL5,CL6,CL5,CL6,CL3,CL6,1
1015,25-34,-0.07854,Male,Some College,USA,White,-0.79151,2.12700,0.88309,0.43852,-0.65253,1.86203,1.92173,CL5,CL6,CL3,CL4,CL6,CL6,1
1016,45-54,1.09449,Male,University Degree,USA,White,-1.19430,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,CL1,CL6,CL4,CL6,CL6,CL6,1
1017,18-24,-0.95197,Male,Professional Diploma,Other,White,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.76540,CL6,CL6,CL6,CL4,CL0,CL3,1
1018,25-34,-0.07854,Male,Some College,USA,White,0.31287,-2.53830,-0.84732,-1.62090,-2.57309,0.88113,0.07987,CL6,CL6,CL6,CL5,CL6,CL3,1
1019,18-24,-0.95197,Female,Left at 18,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,CL5,CL6,CL3,CL4,CL0,CL3,1
1020,25-34,-0.07854,Male,Left at 18,Other,White,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.76540,CL0,CL6,CL6,CL5,CL4,CL0,1
1021,35-44,0.49788,Female,Some College,USA,White,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,CL3,CL6,CL5,CL5,CL4,CL6,1
1022,18-24,-0.95197,Male,University Degree,USA,White,0.13606,-0.94779,1.06238,-1.92595,0.75830,-0.21712,-0.52593,CL6,CL5,CL6,CL4,CL4,CL3,1
1023,18-24,-0.95197,Female,Some College,UK,White,2.12700,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,CL5,CL2,CL2,CL4,CL0,CL3,0
1024,18-24,-0.95197,Male,Left at 18,Australia,White,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,CL5,CL4,CL5,CL4,CL6,CL2,1
1025,18-24,-0.95197,Male,Some College,USA,White,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.76540,CL6,CL6,CL5,CL4,CL4,CL4,1
1026,18-24,-0.95197,Female,Left at 18,USA,Other,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,CL4,CL6,CL3,CL5,CL3,CL3,1
1027,18-24,-0.95197,Female,University Degree,USA,White,-1.19430,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,CL5,CL2,CL4,CL4,CL3,CL3,0
1028,45-54,1.09449,Male,Doctorate Degree,USA,White,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,CL2,CL6,CL2,CL6,CL0,CL0,1
1029,35-44,0.49788,Female,University Degree,USA,Asian,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.22470,CL5,CL6,CL3,CL4,CL0,CL5,1
1030,18-24,-0.95197,Female,Masters Degree,USA,White,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,CL5,CL5,CL6,CL6,CL2,CL4,1
1031,18-24,-0.95197,Female,University Degree,UK,White,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,CL5,CL6,CL2,CL6,CL0,CL5,1
1032,18-24,-0.95197,Male,Some College,Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.76540,CL3,CL6,CL6,CL6,CL4,CL5,1
1033,25-34,-0.07854,Male,Some College,UK,White,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,CL3,CL3,CL2,CL4,CL2,CL6,1
1034,18-24,-0.95197,Male,Some College,USA,White,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,CL6,CL6,CL6,CL6,CL2,CL3,1
1035,18-24,-0.95197,Female,Some College,UK,White,1.23461,-0.57545,0.44585,-0.60633,-1.01450,0.52975,1.92173,CL6,CL6,CL6,CL5,CL4,CL6,1
1036,18-24,-0.95197,Male,Professional Diploma,UK,White,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.76540,CL6,CL6,CL3,CL4,CL3,CL6,1
1037,18-24,-0.95197,Female,Some College,USA,White,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.22470,CL6,CL6,CL6,CL4,CL3,CL6,1
1038,25-34,-0.07854,Male,Some College,USA,White,-2.05048,0.47617,0.58331,0.59042,0.75830,-1.37983,-0.84637,CL4,CL6,CL4,CL5,CL0,CL5,1
1039,35-44,0.49788,Female,Masters Degree,USA,White,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,CL6,CL6,CL6,CL6,CL0,CL0,1
1040,18-24,-0.95197,Female,Some College,USA,White,0.22393,-0.80615,0.72330,2.23427,1.13407,0.52975,1.22470,CL5,CL6,CL3,CL4,CL3,CL3,1
1041,18-24,-0.95197,Male,Some College,USA,White,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,CL6,CL6,CL6,CL6,CL6,CL6,1
1042,35-44,0.49788,Female,Masters Degree,UK,White,0.62967,-0.15487,-1.97495,-0.15487,-1.01450,0.88113,0.40148,CL6,CL6,CL1,CL3,CL0,CL6,1
1043,35-44,0.49788,Male,University Degree,UK,White,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.76540,CL6,CL6,CL0,CL6,CL0,CL0,1
1044,25-34,-0.07854,Male,Some College,Other,White,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,CL5,CL6,CL5,CL5,CL3,CL6,1
1045,25-34,-0.07854,Female,Masters Degree,UK,White,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,CL6,CL6,CL3,CL6,CL0,CL0,1
1046,18-24,-0.95197,Male,Some College,UK,White,0.73545,1.28610,1.43533,0.94156,-0.89891,1.29221,1.22470,CL6,CL6,CL5,CL6,CL3,CL6,1
1047,25-34,-0.07854,Female,Masters Degree,USA,White,1.37297,1.28610,1.88511,-2.53830,-1.25773,1.29221,1.22470,CL5,CL6,CL3,CL4,CL4,CL0,1
1048,18-24,-0.95197,Male,Some College,USA,White,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,CL5,CL5,CL3,CL5,CL2,CL3,1
1049,18-24,-0.95197,Male,Masters Degree,UK,White,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,CL6,CL6,CL6,CL4,CL6,CL6,1
1050,18-24,-0.95197,Male,Professional Diploma,UK,White,-1.19430,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,CL5,CL6,CL5,CL5,CL0,CL4,0
1051,18-24,-0.95197,Female,Some College,USA,White,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.76540,CL5,CL6,CL5,CL4,CL2,CL5,1
1052,25-34,-0.07854,Male,Doctorate Degree,Other,White,-1.55078,-0.15487,0.72330,-1.92595,0.25953,0.19268,1.22470,CL5,CL6,CL5,CL3,CL0,CL1,1
1053,18-24,-0.95197,Male,Some College,USA,White,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,CL5,CL6,CL6,CL4,CL3,CL6,1
1054,18-24,-0.95197,Male,Left at 18,Canada,White,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,CL6,CL5,CL5,CL5,CL4,CL6,1
1055,18-24,-0.95197,Female,Some College,USA,White,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,CL5,CL4,CL6,CL4,CL2,CL3,1
1056,25-34,-0.07854,Male,Left at 16,UK,White,-0.79151,1.28610,1.65653,-0.60633,0.58489,0.19268,0.40148,CL6,CL5,CL4,CL5,CL3,CL6,1
1057,25-34,-0.07854,Female,Some College,USA,White,0.22393,-0.15487,0.72330,0.59042,1.46191,-1.37983,-1.18084,CL4,CL5,CL5,CL4,CL2,CL2,1
1058,35-44,0.49788,Female,Left at 18,USA,White,0.31287,-1.23177,-1.11902,-1.77200,-1.38502,0.19268,0.40148,CL4,CL5,CL4,CL5,CL6,CL3,1
1059,18-24,-0.95197,Male,University Degree,USA,White,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,CL5,CL6,CL6,CL3,CL4,CL0,1
1060,18-24,-0.95197,Male,Some College,USA,White,-0.58016,-0.15487,0.72330,0.94156,-0.27607,-0.71126,0.40148,CL5,CL6,CL5,CL5,CL5,CL3,1
1061,45-54,1.09449,Female,Masters Degree,Other,White,-0.58016,0.00332,1.65653,0.59042,0.93949,-1.37983,-0.52593,CL5,CL2,CL1,CL6,CL0,CL1,1
1062,18-24,-0.95197,Female,Left at 18,USA,Other,-0.24649,0.63779,-1.42424,0.13136,0.75830,1.29221,0.07987,CL2,CL4,CL0,CL6,CL0,CL0,0
1063,18-24,-0.95197,Female,University Degree,USA,Black/Asian,1.23461,1.93886,1.65653,-0.15487,-0.52745,1.29221,1.22470,CL5,CL5,CL4,CL6,CL0,CL0,1
1064,25-34,-0.07854,Male,Some College,USA,White,-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,CL5,CL4,CL6,CL5,CL0,CL5,1
1065,25-34,-0.07854,Male,Masters Degree,Other,Other,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.22470,CL5,CL6,CL6,CL6,CL3,CL6,1
1066,18-24,-0.95197,Male,Some College,USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.76540,CL4,CL4,CL6,CL5,CL3,CL5,1
1067,35-44,0.49788,Female,Left at 17,Canada,White,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,CL5,CL6,CL2,CL4,CL0,CL6,0
1068,35-44,0.49788,Male,University Degree,Canada,White,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,CL3,CL6,CL0,CL4,CL0,CL0,1
1069,18-24,-0.95197,Male,Left at 18,UK,White,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,CL6,CL5,CL6,CL4,CL0,CL6,1
1070,25-34,-0.07854,Female,Doctorate Degree,UK,White,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,CL6,CL5,CL2,CL5,CL0,CL2,0
1071,25-34,-0.07854,Female,Masters Degree,Other,White/Black,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,CL6,CL6,CL2,CL5,CL0,CL0,0
1072,18-24,-0.95197,Male,Masters Degree,UK,White,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,CL5,CL6,CL2,CL6,CL2,CL0,0
1073,18-24,-0.95197,Male,Some College,Republic of Ireland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.76540,CL5,CL6,CL3,CL5,CL2,CL6,1
1074,18-24,-0.95197,Female,Masters Degree,UK,White,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,CL2,CL6,CL0,CL6,CL0,CL0,0
1075,35-44,0.49788,Female,Doctorate Degree,UK,White,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,CL5,CL3,CL0,CL6,CL0,CL0,0
1076,35-44,0.49788,Male,Left at 18,UK,White,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.76540,CL6,CL5,CL2,CL6,CL0,CL3,1
1077,18-24,-0.95197,Male,Left at 17,UK,White,-0.92104,-0.57545,0.72330,1.28610,-0.27607,-0.71126,-0.21575,CL3,CL5,CL6,CL4,CL4,CL0,1
1078,35-44,0.49788,Female,Professional Diploma,Canada,White,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,CL4,CL6,CL1,CL6,CL0,CL3,0
1079,25-34,-0.07854,Female,University Degree,USA,White,1.83990,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,CL3,CL6,CL3,CL6,CL0,CL3,1
1080,45-54,1.09449,Male,Professional Diploma,UK,White,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,CL4,CL6,CL0,CL6,CL0,CL0,0
1081,35-44,0.49788,Female,Professional Diploma,UK,White,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,CL4,CL5,CL1,CL5,CL0,CL0,0
1082,25-34,-0.07854,Female,Masters Degree,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.76540,CL6,CL6,CL0,CL6,CL0,CL0,0
1083,18-24,-0.95197,Female,Masters Degree,UK,White,-1.19430,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,CL5,CL6,CL0,CL6,CL0,CL0,0
1084,18-24,-0.95197,Male,Masters Degree,UK,White,-0.24649,0.47617,-0.31776,0.28783,-0.52745,-0.21712,-0.21575,CL5,CL6,CL2,CL6,CL2,CL3,1
1085,18-24,-0.95197,Female,Masters Degree,UK,White,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,CL6,CL6,CL0,CL6,CL0,CL0,1
1086,18-24,-0.95197,Female,University Degree,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,CL5,CL6,CL2,CL4,CL3,CL2,1
1087,18-24,-0.95197,Female,Masters Degree,UK,White,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,CL6,CL5,CL0,CL5,CL0,CL0,0
1088,35-44,0.49788,Male,Professional Diploma,Canada,White,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,CL6,CL6,CL3,CL5,CL0,CL1,1
1089,18-24,-0.95197,Female,Masters Degree,Other,White,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,CL3,CL6,CL0,CL5,CL0,CL0,0
1090,18-24,-0.95197,Female,Masters Degree,UK,White,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593,CL6,CL6,CL2,CL6,CL0,CL3,1
1091,25-34,-0.07854,Female,Masters Degree,USA,White,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637,CL6,CL6,CL0,CL6,CL0,CL0,1
1092,25-34,-0.07854,Female,University Degree,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.76540,CL6,CL6,CL5,CL5,CL0,CL6,1
1093,18-24,-0.95197,Female,Masters Degree,UK,White,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148,CL5,CL6,CL0,CL5,CL0,CL0,0
